-ehit\tevalue\tqcover\ttranscript\tlogFC_AB_AD\tpadj_AB_AD\tlogFC_AC_AD\tpadj_AC_AD\tlogFC_AD_AD\tpadj_AD_AD\tlogFC_AB_CT\tpadj_AB_CT\tlogFC_AC_CT\tpadj_AC_CT\tlogFC_AD_CT\tpadj_AD_CT\tAD\tCT
tailless	8.83e-98	95	TRINITY_DN32885_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
alpha-coatomer	6.16e-09	98	TRINITY_DN3333_c0_g1	0.292854810649665 0.33054559441692	0.139558728389486 0.610270318117627	0.0770094336220762 0.768465495096552	0.00797885265991983 0.984763558350945	-0.0390771460397428 0.779680055911053	0.00126244427958139 0.996477446715913	2	1
Glutaredoxin	8.43e-40	84	TRINITY_DN3435_c0_g1	-0.133511380203614 0.668251452636133	-0.0837314592777088 0.908327847663065	-0.422492499444246 0.0913477060284151	-0.0843968453942095 0.91165096793305	-0.32636551250836 0.158684574153224	-0.383441620955246 0.162533606171005	2	2
CG10444	1.10e-110	92	TRINITY_DN3465_c1_g1	-0.784260276203951 0.067095250792375	-0.647997466989041 0.350008009258178	-0.446609242389784 0.481184505401373	-0.481493597451728 0.174192979944859	-0.60036259852872 0.0140821587435739	-0.424641959153341 0.157217493467136	7	2
CG5966	1.89e-30	79	TRINITY_DN3567_c0_g1	0.233481291559233 0.370252817880422	0.0129361110576616 0.987031114609226	-0.26218096567298 0.275472363461835	-0.772060626115944 0.00471127714276066	-0.163915017338675 0.517422379138263	-0.279134190192829 0.271569320496935	2	13
l(1)g0232	2.80e-21	82	TRINITY_DN3649_c0_g1	0.258249599473298 0.858133380315225	0.0424821467375909 0.984942007302925	0.979364660548615 1	0.0026014030735106 0.998750459114849	-0.100358779735031 0.800910339268824	0.0641165710596655 0.895708925256203	NA	4
ebony	1.34e-16	83	TRINITY_DN3771_c0_g1	-0.545062607011942 0.0151311691000202	-0.888796905864961 0.00498133631587398	-0.790027802539199 0.0134821229912033	-0.208457877087129 0.630316767067615	-0.683771390150477 0.000198617748412836	-0.561940862973865 0.0139122260037023	9	3
CG10444	2.83e-72	95	TRINITY_DN3818_c0_g1	-0.323069746558083 0.569566106444222	-0.329902330732624 0.610270318117627	-0.217648805774376 0.61818639728954	-0.0814676456351762 0.894447355645412	-0.213308391431839 0.299112817247824	-0.117478685679643 0.709861800857485	NA	32
Pka-C1	4.97e-119	99	TRINITY_DN38223_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
CG3397	1.02e-118	91	TRINITY_DN3860_c0_g3	-0.212949895732182 0.223467895647677	-0.116934807767413 0.750850348309893	-0.205826268523676 0.463736078463657	0.13415692148246 0.776782334433749	-0.0943148001823119 0.754186798434242	-0.0964092099939868 0.765680838708669	NA	2
pros25	7.20e-37	93	TRINITY_DN3940_c2_g1	-0.38416583883462 0.0384078360248631	-0.298944326130616 0.556229277444527	-0.588385570788115 0.010815706204961	-0.627541869690371 0.000118629865395578	-0.469160977074122 0.0320381890821266	-0.572440043462568 0.0192410030640094	9	2
Bx42	0.0	98	TRINITY_DN3961_c0_g1	-0.00854011113476861 0.987471250916425	0.207373791511254 0.516280515473494	0.201118403560531 0.514329165773957	-0.08143100008174 0.880641279106507	0.11400362375779 0.531460244026652	-0.0908688241413284 0.686077108043156	14	NA
beadex	5.10e-92	87	TRINITY_DN3971_c0_g2	NA NA	NA NA	NA NA	0.214859154366862 0.734344644094712	0.277029042939161 0.377771284861547	0.293672040259125 0.467837586389368	NA	32
med22	2.60e-73	95	TRINITY_DN3995_c0_g1	-0.475078083208157 0.130056859991425	-0.240779443908392 0.692540385497796	-0.301244405415771 0.549581752456882	0.113977538686204 0.832299554140947	0.0300737783851814 0.925186959773537	0.0714210166967844 0.832848077756595	15	44
alpha-coatomer	0.0	99	TRINITY_DN4005_c0_g1	0.0110136442321332 0.982869058971573	-0.0856875661294906 0.844338008153603	0.146390686656617 0.60554659424574	-0.123324326286893 0.735162844742651	-0.313728148298502 0.0660824830702896	-0.274612931158965 0.121587019310727	14	2
Multi-substrate	3.26e-64	97	TRINITY_DN4146_c0_g2	0.0106866266494292 0.987471250916425	0.224553407258311 0.483752881356321	0.0432864209833012 0.890200776423988	-0.125225926546655 0.815458280010957	-0.0156691244447556 0.94971099404085	0.0719056838935643 0.85166737054391	11	9
desat1	3.05e-146	87	TRINITY_DN4174_c2_g1	0.22127208109309 0.576010434569485	-0.0254608112276147 0.981855341158437	-0.158870498774443 0.754896246468862	0.399766977412605 0.183602217731441	0.102991634040113 0.724863521694561	0.13809275919333 0.708128626205305	2	NA
5-hydroxytryptamine	2.49e-57	92	TRINITY_DN42084_c0_g1	-0.0220949602129298 0.988569281851238	0.0481488021020772 0.982944221838836	0.379107660846548 0.660146864072588	0.182201163627074 0.708080048890741	0.12214097993835 0.693195526580333	0.396946608302348 0.251947195379325	NA	7
TpnC41C	3.74e-15	98	TRINITY_DN42115_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
longitudinals	5.58e-11	82	TRINITY_DN4218_c0_g1	0.526143583951491 0.426906779473934	0.281234553292536 0.720417614156331	-0.0138096477566588 0.986454093012006	0.241298869849841 0.724981524514883	0.257850305102127 0.426197155881118	0.250047015301334 0.522829199309114	2	5
CG10444	7.19e-115	89	TRINITY_DN4242_c0_g1	-1.67794670207021 9.77554397784361e-07	-0.492184937043913 0.610270318117627	-0.378594479387186 0.603717286921178	-0.337487677855 0.312531333033335	-0.59181042284769 0.0129316468618604	0.184485854972818 0.739198877368002	1	1
F-box	4.87e-50	70	TRINITY_DN4283_c0_g1	-0.586298726304619 0.389607681209789	0.128132435031942 0.948633977102917	0.368616128391985 0.637454337549266	-0.132896969165284 0.886239869951214	-0.271886262161381 0.427896114451316	-0.225188850914841 0.573900588971098	10	20
metabotropic	0.0	92	TRINITY_DN430_c0_g2	0.618286841649402 0.59361908854948	0.779513545810345 0.610270318117627	0.994133107893317 1	0.0800246905806491 0.931461275462466	0.207754896748315 0.452211870598924	0.190744761010457 0.574357908764084	NA	15
Mub	4.60e-17	83	TRINITY_DN4376_c0_g1	-0.176884898342033 0.737508286694146	-0.197768991921912 0.626637486028959	-0.0604638774574227 0.862892573868872	-0.0333544909468112 0.963352030168421	-0.0405768176363394 0.880697605247097	0.0336727218283956 0.915370626908963	6	29
CG14478	1.26e-15	97	TRINITY_DN44536_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	-0.0176342775675577 1	NA	NA
chord	3.53e-126	98	TRINITY_DN4559_c1_g1	-0.283487506880688 0.187199977439128	0.157503853179464 0.622446519450622	-0.193587016189667 0.544328477050134	-0.305186799695872 0.0250655683893256	-0.445020902216925 0.00191195093469246	-0.543640460593898 4.5690708126908e-08	NA	3
spichthyin	1.18e-99	97	TRINITY_DN4625_c0_g1	0.00721970748283759 0.989148619603433	0.157757366316124 0.770002573106009	-0.0173464276436111 0.968857580862559	-0.0864511321240588 0.877298088395548	-0.242214218697434 0.269206290157002	-0.0500846957912679 0.882564126267558	2	2
moody	2.51e-18	81	TRINITY_DN4671_c0_g3	0.170439715951806 0.90828048351242	-0.0190089133296746 0.993174721752257	0.951308717790994 1	-0.163680915732741 0.845159825648993	-0.303513856597745 0.304558357397274	0.0107471825863557 0.988243460279674	NA	30
l(1)g0232	1.50e-32	79	TRINITY_DN4785_c0_g1	0.178784197060444 0.917849080184968	0.629943367477653 0.610270318117627	0.0598648818953263 0.967682367929362	0.143166323225827 0.931482909343826	0.239225189075522 0.701786429687086	0.0987154284071864 0.900728972977308	3	5
14-3-3	3.35e-99	99	TRINITY_DN47881_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
foraging	8.62e-31	73	TRINITY_DN484_c0_g2	1.02716084081605 0.00191272140139944	0.751798531553367 0.0177720673634769	0.247495964642636 0.565002673103052	0.563479736046614 0.000659425434334427	0.418605524846671 0.0170842008732591	0.397731040895229 0.0619599138850066	2	23
5-hydroxytryptamine	4.81e-55	79	TRINITY_DN4885_c0_g1	NA NA	NA NA	NA NA	0.0434163926186111 0.974085444679591	0.318751879327022 0.512155892225096	0.398149879911984 0.363053546710246	NA	41
l(1)g0232	8.25e-34	96	TRINITY_DN4900_c0_g1	0.552925151512806 0.471789471745634	1.02879553782942 0.00301250455376231	0.161667783325202 0.81715898207429	-0.235586059414162 0.619303124582186	0.12088964117246 0.756233073384923	-0.331379138995186 0.292581234585514	11	NA
moody	6.43e-140	89	TRINITY_DN494_c0_g2	0.1385810152176 0.805181205696051	0.668263834190412 0.0548054294747864	0.445906516647082 0.391665580298165	-0.0233110429020383 0.978457932915273	0.311323263409888 0.232461195773571	0.366579743467654 0.156967313453992	14	NA
5-hydroxytryptamine	4.30e-61	86	TRINITY_DN4987_c0_g1	-1.23441023027845 0.290717546307728	NA NA	NA NA	0.32798620814868 0.737483539219758	0.559867608931533 1	0.889440736769114 1	NA	5
CG10444	0.0	98	TRINITY_DN4996_c0_g1	-0.724510942731016 0.160575827122423	-0.755366930351666 0.141761971193495	-0.208807681573844 0.817394727760583	NA NA	NA NA	NA NA	7	NA
Pka-C1	3.00e-42	81	TRINITY_DN505_c4_g1	0.545272367639842 0.0243812931445094	0.647368770954661 0.0306168936371774	0.674952984980743 0.00412021879755598	0.263711690438223 0.0562851778940907	0.114217667039876 0.417580826200858	0.155730502682077 0.653194919666361	3	32
black	1.50e-32	78	TRINITY_DN5074_c0_g1	-0.782247307270118 0.0428314490059414	-1.10858885551916 1	-0.0325938472016119 0.959883311429954	-0.506445217237822 0.0237420112151877	-0.530176617911932 0.217812148489692	-0.134978066224303 0.688869525142106	NA	26
CG10444	1.07e-108	92	TRINITY_DN5075_c0_g1	0.889316502613507 0.358308416347685	1.11233865704719 0.0767694428432038	0.524854266779752 0.501746480863282	NA NA	NA NA	NA NA	3	NA
pros25	3.66e-50	92	TRINITY_DN5079_c0_g1	-0.458663049818105 0.00110604772266418	-0.367476001004888 0.060488266976684	-0.483124357272589 0.000533258563443449	-0.526040886505313 1.73748900263736e-05	-0.387717604634113 0.0208964084052674	-0.437388734931269 0.0147015585372395	1	2
artichoke	2.67e-20	72	TRINITY_DN50_c5_g1	0.186221016072498 0.769899818260021	-0.0258617316560506 0.982047433310453	-0.409693749067286 0.100523077663732	0.336671720033407 0.143647613645679	-0.30238938541133 0.107830366246145	-0.206537890648238 0.671829097416273	2	2
TpnC41C	4.42e-64	97	TRINITY_DN5302_c0_g1	0.431549923697974 0.797326972005656	0.444740437547304 0.745912931122279	0.270580278952522 1	NA NA	NA NA	-0.0623270511418243 1	NA	NA
black	1.18e-76	84	TRINITY_DN5325_c0_g1	-0.828886886765923 0.435610475361077	-0.854707608040602 0.521748136996934	0.555553146606066 1	0.0611334873093643 0.92248233764361	0.0484202166876434 0.861953581128181	0.17463635517432 0.525487849494168	NA	30
fizzeled	1.67e-18	89	TRINITY_DN536_c0_g1	0.851717035313028 0.576010434569485	0.233939763936587 0.907972734339678	0.83597084161103 0.327559819763386	0.166705902912294 0.935807279092346	0.33014404889496 0.644497361030549	0.296613555636742 0.725325655015268	NA	28
fizzeled	1.67e-18	89	TRINITY_DN536_c0_g2	1.10992796688962 5.33084202347051e-05	0.392276285014806 0.749036456980857	0.910421732332825 0.0318320417438767	0.387901297667833 0.232817489318206	0.955466224335764 5.05536981380549e-05	0.611092025753597 0.0603148727202651	5	41
Pka-C1	8.99e-101	93	TRINITY_DN5370_c0_g2	0.663957968452977 0.114827996774458	0.363765264823014 0.547319885768389	0.316530126721843 0.466605620780815	-0.45058895085786 0.0278775115983328	-1.05517516946236 2.61004722989374e-13	-0.866094849546632 0.00109046249208905	2	3
desat1	1.70e-54	86	TRINITY_DN5398_c0_g1	-1.37917031395503 5.4762463001744e-05	-1.43003834864908 0.000180345098347245	-1.01378560700336 0.0268734870172146	-1.62753244874812 1.19681794025022e-15	-1.66996159314584 3.02506637863926e-16	-1.45165808094528 3.7484015791e-11	1	3
CG2767	4.81e-88	92	TRINITY_DN539_c0_g1	-0.629270234100232 6.09013784027523e-13	-0.244754349901373 0.610270318117627	-0.420975105296687 0.0483274255953485	-0.658385606973316 4.86547742422764e-13	-0.83438856401559 1.06785320702507e-14	-0.865365464004312 7.99431990137234e-15	1	3
Nurf-38	1.84e-13	95	TRINITY_DN56525_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
Btk	1.36e-61	96	TRINITY_DN5733_c0_g1	0.244933803410315 0.362245743567225	0.546770676026184 0.0628642340661108	0.491349876693959 0.0333489222257071	0.188769660814461 0.265220851101144	-0.096293614883784 0.656250516809954	-0.0911005046219043 0.734604089919242	14	2
ebony	6.20e-16	70	TRINITY_DN579_c0_g1	-1.15721900508138 1.20127381789823e-10	-0.919187290299308 0.00320482738885047	-0.575358648363282 0.0861799045278239	-0.475211550225091 0.000201105673947095	-0.410847816084181 0.00214739105439804	-0.300379970546393 0.208671739765334	1	2
CG5966	2.10e-34	70	TRINITY_DN5803_c0_g1	-0.543940446021647 0.576010434569485	-0.324781039072612 0.831263133034224	0.0362994306518025 0.974910608851386	-0.576421779580677 0.0129743301379766	-0.743403181584312 0.00100724397139763	-0.489637149574476 0.0967038472938266	NA	3
Darkener	1.33e-20	88	TRINITY_DN5835_c0_g1	-0.626393716547729 0.0432540339700049	-0.467030273667721 0.356994869588466	-0.753487556870708 0.0475474426826364	0.0841871853948553 0.935749308989429	0.0663225660315507 0.879529241271273	0.118055179716242 0.775649197021092	15	2
artichoke	4.76e-33	76	TRINITY_DN5878_c0_g1	-0.155802579506312 0.735905773883731	0.577886230472232 0.0131328093706245	0.857115233778362 0.00235522813869991	0.500659102003651 0.000984517855618151	0.39648661209642 0.0173879128262576	0.575054348746199 0.00149266687938811	14	14
moody	2.97e-11	75	TRINITY_DN5964_c0_g1	NA NA	NA NA	NA NA	-0.104545918538861 0.921984312525309	-0.150351646976887 0.7123553827046	-0.083212180621041 0.881923920898701	NA	2
GB53860	2.12e-29	72	TRINITY_DN5977_c0_g3	1.03017295679736 0.00613717148385222	1.38310806095586 3.20755349490005e-05	0.912391513391983 0.0136405185006769	0.659897179093479 0.000128753559254096	0.648743044199669 0.0201410091902738	0.826318706885551 0.00201492255055986	3	23
Btk	2.37e-108	92	TRINITY_DN600_c0_g1	0.260378207930344 0.742636306108677	0.439739476630294 0.610270318117627	0.347553472764957 0.563153638669192	0.0602613622053044 0.937044170938458	0.136607656525903 0.559924474720677	0.0856762472118089 0.790433586814435	3	15
Pka-C1	4.40e-09	90	TRINITY_DN6146_c0_g1	-0.400054110941592 0.517092113890453	-0.223454073259146 0.738237010191117	-0.402874015405048 0.32547147425478	-0.36448084227194 0.0178837578955235	-0.267535447939705 0.116810336115875	-0.385715024057081 0.139997979309226	15	9
hsc70-3	2.01e-11	90	TRINITY_DN62825_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
fizzeled	3.51e-42	94	TRINITY_DN632_c3_g3	0.55258409446703 0.310192982772548	0.518423803322135 0.441251543831851	0.638584545472537 0.108436953243006	-0.073812597730655 0.958344640348695	-0.15445684706955 0.702537598658795	0.125748286621376 0.831660467337079	3	32
l(1)g0232	2.62e-17	70	TRINITY_DN6382_c0_g1	0.894054116354077 0.517132085965474	0.335122861580302 0.709523313873747	0.523406233553082 0.514329165773957	-0.170989065271829 0.880700104547725	0.0755809769670698 0.906634853247484	-0.123620980854972 0.836472780331216	3	NA
Nimrod	2.75e-52	73	TRINITY_DN6404_c0_g1	-0.218064068158863 0.895249266523481	0.320342807933427 0.863446358580728	-0.295692169903596 0.753556504316235	0.20270515783947 0.900931194963859	-0.136169119733484 1	-0.0926878829745936 1	NA	2
pros25	1.05e-113	99	TRINITY_DN6485_c0_g1	-0.516036272193823 0.00774888056048454	-0.443224426953748 0.271351906126473	-0.505086295269438 0.0508630155753006	-0.723293413375623 9.49058946804761e-07	-0.516132453450948 0.00447976198562918	-0.67899672869067 0.00156429523148315	1	2
CG14591	1.15e-70	86	TRINITY_DN650_c0_g1	-0.777257580033949 0.0928321244408573	-0.523849873367195 0.559453992954511	-0.131084592247249 0.852131945180434	-0.382181957732306 0.0014496870877712	-0.414185727770753 0.000388533329447732	-0.325791334039942 0.14408671219873	12	16
CG10444	0.0	95	TRINITY_DN655_c0_g1	-1.27082533639107 0.00191901631345474	-0.606055039971513 0.546572313534786	-0.215143930125797 0.790316749530768	-0.20298795776138 0.76526166964911	-0.0794290823953946 0.859477675321233	0.210143449728467 0.658230926788478	12	32
desat1	1.42e-82	99	TRINITY_DN6564_c0_g1	NA NA	NA NA	-0.856263131032678 1	0.132502857031846 0.947417364094989	0.419726134254097 1	0.569128476410309 1	NA	31
desat1	8.75e-60	99	TRINITY_DN6564_c0_g2	-0.13682954705179 0.784835745402807	0.0467802488001719 0.962473026475915	-0.0972703951157062 0.832844442012409	-0.70933215124438 4.20397305664444e-14	-0.699162279104987 2.4693386540473e-07	-0.629379642992062 4.96158099744019e-08	2	3
desat1	1.16e-117	92	TRINITY_DN6564_c0_g4	-6.3093504367869 5.63564615835471e-21	NA NA	NA NA	NA NA	NA NA	NA NA	10	NA
TpnC41C	1.02e-34	100	TRINITY_DN67238_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
hsc70-3	1.45e-22	86	TRINITY_DN68068_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
artichoke	2.76e-44	77	TRINITY_DN68459_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
Mub	1.53e-41	81	TRINITY_DN684_c0_g4	0.246777936323991 0.889315627585264	0.395318625561041 0.795828670708852	0.719833490084006 1	0.161969080692891 0.815458280010957	0.355597915071563 0.299707944677741	0.114732306911808 0.801346437442163	NA	41
Pka-C1	3.92e-40	70	TRINITY_DN70_c0_g1	0.042583701748634 0.943562179174446	0.14904375344851 0.812326311859639	0.29961605660853 0.276642526455039	-0.293417006840287 0.00307758549661994	-0.419038834537929 8.08753724602411e-05	-0.230540973369046 0.15180741681538	14	16
ebony	0.0	99	TRINITY_DN7129_c0_g1	NA NA	NA NA	NA NA	0.182765909457351 0.766625846691883	0.529216368234596 0.0498609120454257	0.394108781029312 0.140373417455983	NA	41
Transaldolase	9.54e-168	98	TRINITY_DN712_c0_g1	-0.938050530541562 1.38921953837643e-08	-0.716081844744902 0.00437284722002017	-1.00479397043091 0.000297870129120099	-0.461325848593671 0.0173630388655657	-0.576764138291981 0.00244933857303638	-0.621153479907497 0.00308420387764328	9	3
CG5966	2.84e-134	88	TRINITY_DN715_c1_g1	-0.0607834993946799 0.964286961737268	-0.669034116399276 0.361958634104066	-0.398165523478777 0.304745495677496	1.08109550098297 1.78092691996079e-06	-0.215347780623891 0.626067093702083	-0.127597933454521 0.815918232443269	5	18
SP71	0.0	84	TRINITY_DN7172_c0_g1	NA NA	-0.0276943108877197 0.992834191660295	NA NA	-0.201254988735998 1	-0.187815806196932 1	-0.313183818638628 1	NA	NA
hsc70-3	5.66e-50	100	TRINITY_DN72076_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
Btk	0.0	98	TRINITY_DN736_c0_g1	0.330441932739285 0.518575756788236	0.309488072574745 0.610270318117627	0.101178989373566 0.816731818496239	0.248661125697412 0.0322969338620563	0.425353254946789 9.02641304055605e-05	0.259216098651225 0.0116126537968981	2	41
GNBP1	4.38e-62	97	TRINITY_DN740_c0_g1	-0.187229151584238 0.736042941609907	-0.223476997263574 0.802686171646842	0.0105709983752751 0.986488296177038	0.361542267521015 0.432098578830163	0.101129734774577 0.810714549482093	0.195538609452513 0.654496175926081	1	NA
CG7900	9.86e-41	99	TRINITY_DN742_c0_g2	-0.906576904304362 3.687924922459e-07	-0.433097224680249 0.13838683511081	-0.300416719643409 0.181469777067435	-0.436638245589462 8.0503831265654e-07	-0.554567689848159 7.01559435318817e-11	-0.573348050493876 1.94339257735079e-06	1	3
hsc70-3	9.85e-78	99	TRINITY_DN74489_c0_g1	NA NA	NA NA	NA NA	NA NA	NA NA	NA NA	NA	NA
CG5966	1.04e-13	74	TRINITY_DN7651_c0_g1	NA NA	-0.120831149144707 0.968369847959441	NA NA	0.269112497393717 0.866676979347782	0.243795186988316 1	-0.101985375267755 0.927459400367865	NA	NA
5-hydroxytryptamine	9.35e-27	71	TRINITY_DN7694_c0_g1	-1.24740133422478 0.00334762955623505	-1.12658842728659 0.0637523177062669	-0.982238395133294 0.087037372526392	0.307837085474417 0.554541862364986	0.379932305899193 0.274273446181984	0.37343350180413 0.266097091254737	15	40
Btk	1.41e-20	77	TRINITY_DN772_c0_g1	0.184320592164479 0.457234109693663	0.289919452846808 0.161933172025826	0.22797438667581 0.39290356820155	0.116223739853811 0.423825628000395	0.149827366608845 0.227477324334775	0.164919407642284 0.171024519356655	14	14
artichoke	1.15e-30	91	TRINITY_DN77712_c0_g1	-0.709896850319309 0.414589551471428	-0.520221838222381 0.598281163174854	-1.4465174313558 0.00872661276595525	0.00929057006372227 0.995606276794738	-0.392232938862526 1	0.251374647883359 1	9	35
artichoke	7.17e-16	83	TRINITY_DN7776_c0_g1	-1.58989684589058 0.0334476361745055	-1.36228528224368 0.117448107156712	-1.82708589181784 0.00653032650786767	-1.58163768528845 0.000119112979844369	-1.66897354882096 0.000169895805363512	-1.9223773504649 7.89481815033118e-06	1	3
artichoke	2.45e-24	72	TRINITY_DN8146_c0_g1	-1.50829940608079 0.0414970129179194	-1.06509379887072 0.412124004152229	-0.739637963113471 0.228780880315201	NA NA	NA NA	NA NA	10	NA
SP71	8.95e-11	83	TRINITY_DN8160_c0_g1	0.415972397315382 0.202227848663991	0.404957093746116 0.604385867310075	0.112168967357035 0.688943929363898	-0.185193555330168 0.643360908131402	-0.46762246509327 0.00702503954940079	-0.450729934174551 0.0375651567162794	2	3
5-hydroxytryptamine	1.31e-60	75	TRINITY_DN8411_c1_g1	NA NA	NA NA	NA NA	0.0549962076033851 1	-0.236252219704268 1	-0.226070080059339 1	NA	NA
CG7900	1.39e-103	95	TRINITY_DN848_c1_g1	0.20630481157253 0.300792422275467	0.54541218965029 0.000867178740101247	0.746183497023282 9.71851210026784e-06	-0.148708822118181 0.626536586851183	-0.182755157087981 0.252780145127451	0.0143956283849003 0.968466382664106	14	16
CG11899	3.86e-144	97	TRINITY_DN868_c0_g1	-0.132762792849332 0.88299951406057	-0.117845976010921 0.826277854183048	-0.325769402936142 0.151618387542921	0.0812137893732502 0.901578395378758	0.030701091999025 0.934063288288189	-0.119718773558048 0.68168400709553	2	31
ebony	3.67e-10	78	TRINITY_DN8721_c0_g1	0.154415111675318 0.89028250117455	-0.321725503231163 0.617700712112628	-0.301306776324137 0.691366570253795	-0.965837620550848 0.000179563755598585	-1.29453019231839 1.03328371493981e-06	-0.970287032379882 0.00337022926861692	15	3
ebony	6.73e-13	89	TRINITY_DN8869_c0_g1	2.02542940830057 0.0241250393244761	0.699266308586137 0.628896858742425	0.356767593989778 1	NA NA	NA NA	NA NA	NA	NA
TpnC41C	9.44e-15	78	TRINITY_DN9045_c0_g1	-0.0823185322776951 0.891441022007476	-0.101597103451997 0.899577087733048	-0.2259572815791 0.493823124661929	-0.0554450241999388 0.935726297763083	-0.311594611639852 0.169047051053396	-0.277657667107115 0.269135038589597	2	2
Lipophorin	0.0	92	TRINITY_DN957_c0_g1	0.0897287735221502 0.885951037236446	-0.147294526035787 0.802661498301839	-0.0715066970319146 0.896082055700255	0.421327190036472 1.80837591268781e-06	0.0719821795039176 0.530555232063075	0.224119677452441 0.117235050710562	NA	23
