hit	evalue	qcover	transcript	logFC_AB_AD	padj_AB_AD	logFC_AC_AD	padj_AC_AD	logFC_AD_AD	padj_AD_AD	logFC_AB_CT	padj_AB_CT	logFC_AC_CT	padj_AC_CT	logFC_AD_CT	padj_AD_CT	AD	CT
pros25	1.05e-113	99	TRINITY_DN6485_c0_g1	-0.516036272193823	0.00774888056048454	-0.443224426953748	0.271351906126473	-0.505086295269438	0.0508630155753006	-0.723293413375623	9.49058946804761e-07	-0.516132453450948	0.00447976198562918	-0.67899672869067	0.00156429523148315	1	2
CG14591	1.15e-70	86	TRINITY_DN650_c0_g1	-0.777257580033949	0.0928321244408573	-0.523849873367195	0.559453992954511	-0.131084592247249	0.852131945180434	-0.382181957732306	0.0014496870877712	-0.414185727770753	0.000388533329447732	-0.325791334039942	0.14408671219873	12	16
CG10444	0.0	95	TRINITY_DN655_c0_g1	-1.27082533639107	0.00191901631345474	-0.606055039971513	0.546572313534786	-0.215143930125797	0.790316749530768	-0.20298795776138	0.76526166964911	-0.0794290823953946	0.859477675321233	0.210143449728467	0.658230926788478	12	32
desat1	1.42e-82	99	TRINITY_DN6564_c0_g1	NA	NA	NA	NA	-0.856263131032678	1	0.132502857031846	0.947417364094989	0.419726134254097	1	0.569128476410309	1	NA	31
desat1	8.75e-60	99	TRINITY_DN6564_c0_g2	-0.13682954705179	0.784835745402807	0.0467802488001719	0.962473026475915	-0.0972703951157062	0.832844442012409	-0.70933215124438	4.20397305664444e-14	-0.699162279104987	2.4693386540473e-07	-0.629379642992062	4.96158099744019e-08	2	3
desat1	1.16e-117	92	TRINITY_DN6564_c0_g4	-6.3093504367869	5.63564615835471e-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA
TpnC41C	1.02e-34	100	TRINITY_DN67238_c0_g1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsc70-3	1.45e-22	86	TRINITY_DN68068_c0_g1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mub	1.53e-41	81	TRINITY_DN684_c0_g4	0.246777936323991	0.889315627585264	0.395318625561041	0.795828670708852	0.719833490084006	1	0.161969080692891	0.815458280010957	0.355597915071563	0.299707944677741	0.114732306911808	0.801346437442163	NA	41
ebony	0.0	99	TRINITY_DN7129_c0_g1	NA	NA	NA	NA	NA	NA	0.182765909457351	0.766625846691883	0.529216368234596	0.0498609120454257	0.394108781029312	0.140373417455983	NA	41
Transaldolase	9.54e-168	98	TRINITY_DN712_c0_g1	-0.938050530541562	1.38921953837643e-08	-0.716081844744902	0.00437284722002017	-1.00479397043091	0.000297870129120099	-0.461325848593671	0.0173630388655657	-0.576764138291981	0.00244933857303638	-0.621153479907497	0.00308420387764328	9	3
CG5966	2.84e-134	88	TRINITY_DN715_c1_g1	-0.0607834993946799	0.964286961737268	-0.669034116399276	0.361958634104066	-0.398165523478777	0.304745495677496	1.08109550098297	1.78092691996079e-06	-0.215347780623891	0.626067093702083	-0.127597933454521	0.815918232443269	5	18
SP71	0.0	84	TRINITY_DN7172_c0_g1	NA	NA	-0.0276943108877197	0.992834191660295	NA	NA	-0.201254988735998	1	-0.187815806196932	1	-0.313183818638628	1	NA	NA
hsc70-3	5.66e-50	100	TRINITY_DN72076_c0_g1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Btk	0.0	98	TRINITY_DN736_c0_g1	0.330441932739285	0.518575756788236	0.309488072574745	0.610270318117627	0.101178989373566	0.816731818496239	0.248661125697412	0.0322969338620563	0.425353254946789	9.02641304055605e-05	0.259216098651225	0.0116126537968981	2	41
GNBP1	4.38e-62	97	TRINITY_DN740_c0_g1	-0.187229151584238	0.736042941609907	-0.223476997263574	0.802686171646842	0.0105709983752751	0.986488296177038	0.361542267521015	0.432098578830163	0.101129734774577	0.810714549482093	0.195538609452513	0.654496175926081	1	NA
CG7900	9.86e-41	99	TRINITY_DN742_c0_g2	-0.906576904304362	3.687924922459e-07	-0.433097224680249	0.13838683511081	-0.300416719643409	0.181469777067435	-0.436638245589462	8.0503831265654e-07	-0.554567689848159	7.01559435318817e-11	-0.573348050493876	1.94339257735079e-06	1	3
hsc70-3	9.85e-78	99	TRINITY_DN74489_c0_g1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
artichoke	7.17e-16	83	TRINITY_DN7776_c0_g1	-1.58989684589058	0.0334476361745055	-1.36228528224368	0.117448107156712	-1.82708589181784	0.00653032650786767	-1.58163768528845	0.000119112979844369	-1.66897354882096	0.000169895805363512	-1.9223773504649	7.89481815033118e-06	1	3
CG7900	1.39e-103	95	TRINITY_DN848_c1_g1	0.20630481157253	0.300792422275467	0.54541218965029	0.000867178740101247	0.746183497023282	9.71851210026784e-06	-0.148708822118181	0.626536586851183	-0.182755157087981	0.252780145127451	0.0143956283849003	0.968466382664106	14	16
CG11899	3.86e-144	97	TRINITY_DN868_c0_g1	-0.132762792849332	0.88299951406057	-0.117845976010921	0.826277854183048	-0.325769402936142	0.151618387542921	0.0812137893732502	0.901578395378758	0.030701091999025	0.934063288288189	-0.119718773558048	0.68168400709553	2	31
Lipophorin	0.0	92	TRINITY_DN957_c0_g1	0.0897287735221502	0.885951037236446	-0.147294526035787	0.802661498301839	-0.0715066970319146	0.896082055700255	0.421327190036472	1.80837591268781e-06	0.0719821795039176	0.530555232063075	0.224119677452441	0.117235050710562	NA	23
